Light Source:,LAV2-SW,,,,
Filter:,"Tricolor 457 +/- 22 nm, 530 +/- 20 nm, 628 +/- 28 nm",,,,
Camera:,"IDS USB 3.0 Camera, Model UI-3060CPC",,,,
Wavelength (nm),Relative Light Intensity (fraction),Light Filter (fraction),Relative Camera Sensitivity for Red (fraction),Relative Camera Sensitivity for Green (fraction),Relative Camera Sensitivity for Blue (fraction)
443.3,0.216804689,0.397967101,0.024920567,0.041374494,0.594592702
443.4,0.219242499,0.478832413,0.024889219,0.0414778,0.594873883
443.5,0.22173093,0.560670773,0.024857991,0.04158197,0.59515686
443.6,0.224274391,0.641089628,0.024826835,0.041687007,0.595441613
443.7,0.226877291,0.717696427,0.024795707,0.041792916,0.595727912
443.8,0.22954404,0.788098616,0.024764559,0.041899701,0.596015525
443.9,0.232300317,0.849903644,0.024733347,0.042007366,0.596304223
444,0.235244687,0.900718957,0.024702023,0.042115915,0.596593774
444.1,0.238315491,0.938152005,0.024670542,0.042225353,0.596883948
444.2,0.241425723,0.959810234,0.024638857,0.042335683,0.597174513
444.3,0.244488373,0.964603082,0.024606924,0.042446911,0.597465239
444.4,0.247416433,0.965421771,0.024574694,0.04255904,0.597755895
444.5,0.250122698,0.966161744,0.024542124,0.042672074,0.598046251
444.6,0.252587205,0.966828793,0.024509166,0.042786018,0.598336074
444.7,0.254904651,0.967428709,0.024475775,0.042900876,0.598625136
444.8,0.257179079,0.967967284,0.024442011,0.043016652,0.598913204
444.9,0.259514535,0.968450311,0.024408101,0.043133351,0.599200048
445,0.262015063,0.968883581,0.024374076,0.043250976,0.599485437
445.1,0.264784706,0.969272886,0.024339957,0.043369532,0.599769141
445.2,0.267950849,0.969624018,0.024305766,0.043489022,0.600050929
445.3,0.271512745,0.969942769,0.024271526,0.043609452,0.600330569
445.4,0.275356938,0.970234931,0.024237258,0.043730826,0.600607831
445.5,0.279369659,0.970506295,0.024202984,0.043853147,0.600882484
445.6,0.283437144,0.970762654,0.024168727,0.04397642,0.601154298
445.7,0.287445625,0.9710098,0.024134509,0.044100649,0.601423041
445.8,0.291281336,0.971253525,0.024100351,0.044225839,0.601688483
445.9,0.294842688,0.971495253,0.024066276,0.044351993,0.601950392
446,0.298240674,0.971729461,0.024032306,0.044479116,0.602208539
446.1,0.301545095,0.971956209,0.023998462,0.044607212,0.602462693
446.2,0.304772219,0.972175722,0.023964767,0.044736285,0.602712621
446.3,0.307938313,0.972388226,0.023931243,0.044866339,0.602958095
446.4,0.311051272,0.972593946,0.023897913,0.044997379,0.603198882
446.5,0.313994429,0.972793109,0.023864797,0.045129409,0.603434753
446.6,0.316795672,0.972985938,0.023831918,0.045262442,0.603665475
446.7,0.319546897,0.973172661,0.023799298,0.045396555,0.603890819
446.8,0.322340005,0.973353502,0.023766959,0.045531777,0.604110554
446.9,0.325266893,0.973528687,0.023734924,0.045668118,0.604326222
447,0.32841946,0.973698441,0.023703213,0.045805589,0.604542606
447.1,0.33189324,0.973862989,0.02367185,0.045944198,0.604759659
447.2,0.335811745,0.974022558,0.023640857,0.046083958,0.604977017
447.3,0.340106842,0.974177372,0.023610255,0.046224877,0.605194315
447.4,0.344652039,0.974327658,0.023580066,0.046366967,0.605411191
447.5,0.349320844,0.97447364,0.023550313,0.046510237,0.605627279
447.6,0.353986764,0.974615544,0.023521017,0.046654699,0.605842215
447.7,0.358608576,0.974753596,0.023492201,0.046800361,0.606055636
447.8,0.36334283,0.974888021,0.023463886,0.046947236,0.606267177
447.9,0.368163979,0.975019044,0.023436095,0.047095332,0.606476475
448,0.373033224,0.975146891,0.02340885,0.04724466,0.606683165
448.1,0.377911765,0.975271788,0.023382173,0.04739523,0.606886883
448.2,0.382760805,0.975393959,0.023356085,0.047547054,0.607087264
448.3,0.387541545,0.975513631,0.02333061,0.04770014,0.607283946
448.4,0.392199735,0.975631028,0.023305768,0.047854499,0.607476564
448.5,0.39670828,0.975746377,0.023281407,0.048010143,0.607664753
448.6,0.401154294,0.975859902,0.023256515,0.04816708,0.60784815
448.7,0.405631043,0.97597183,0.023231016,0.048325321,0.60802639
448.8,0.410231797,0.976082386,0.023205017,0.048484877,0.60819911
448.9,0.415049822,0.976191794,0.023178626,0.048645758,0.608365945
449,0.420190243,0.976300281,0.02315195,0.048807974,0.608526531
449.1,0.425695108,0.976408072,0.023125098,0.048971535,0.608680505
449.2,0.431455805,0.976515393,0.023098176,0.049136452,0.608827502
449.3,0.437355258,0.976622753,0.023071293,0.049302735,0.608967157
449.4,0.443276391,0.976731176,0.023044555,0.049470394,0.609099108
449.5,0.449102125,0.976840583,0.023018071,0.049639439,0.609222989
449.6,0.454715384,0.976950801,0.022991947,0.049809882,0.609338437
449.7,0.460057918,0.977061661,0.022966293,0.049981732,0.609445088
449.8,0.465258193,0.977172989,0.022941214,0.050154999,0.609542577
449.9,0.470355421,0.977284616,0.022916819,0.050329694,0.609632018
450,0.475379439,0.977396368,0.022893215,0.050505828,0.609718678
450.1,0.480360084,0.977508076,0.022870511,0.050683409,0.60980308
450.2,0.485327192,0.977619567,0.022848812,0.050861983,0.609885249
450.3,0.490310603,0.977730671,0.022828228,0.051041016,0.609965208
450.4,0.495295591,0.977841215,0.022808865,0.051220668,0.610042982
450.5,0.500177352,0.977951029,0.022790832,0.051401106,0.610118595
450.6,0.505009847,0.97805994,0.022774235,0.051582494,0.610192071
450.7,0.509860336,0.978167778,0.022759182,0.051764998,0.610263433
450.8,0.514796081,0.978274371,0.022745782,0.051948784,0.610332707
450.9,0.519884339,0.978379548,0.022734141,0.052134017,0.610399916
451,0.525190135,0.978483137,0.022724366,0.052320861,0.610465084
451.1,0.530606186,0.978584967,0.022716567,0.052509484,0.610528236
451.2,0.536158194,0.978684867,0.02271085,0.052700049,0.610589394
451.3,0.542009739,0.978782664,0.022707322,0.052892723,0.610648585
451.4,0.548324405,0.978878188,0.022706092,0.053087671,0.610705831
451.5,0.555439095,0.978971268,0.022706092,0.053285058,0.610761156
451.6,0.563830346,0.979061731,0.022706092,0.05348505,0.610814585
451.7,0.572784224,0.979149407,0.022706092,0.053687812,0.610866142
451.8,0.581478112,0.979234124,0.022706092,0.05389351,0.610915851
451.9,0.589091945,0.97931571,0.022706092,0.054102309,0.610963736
452,0.595613075,0.979393995,0.022706092,0.054314374,0.611009821
452.1,0.601585776,0.979468806,0.022706092,0.054529871,0.611054131
452.2,0.607236684,0.979539973,0.022706092,0.054748965,0.611096688
452.3,0.612792432,0.979607324,0.022706092,0.054971822,0.611137518
452.4,0.618479656,0.979670687,0.022706092,0.055198606,0.611176644
452.5,0.624390278,0.979729892,0.022706092,0.055429485,0.61121409
452.6,0.630270642,0.979784766,0.022706092,0.055664622,0.611249882
452.7,0.636141083,0.979835139,0.022706092,0.055904183,0.611284045
452.8,0.642044134,0.979880838,0.022706092,0.056148334,0.611317653
452.9,0.648022329,0.979921694,0.022706092,0.05639724,0.611351441
453,0.654118202,0.979957533,0.022706092,0.056651067,0.611385267
453.1,0.660374287,0.979988185,0.022706092,0.05690998,0.611418987
453.2,0.666840545,0.980013478,0.022706092,0.057174229,0.611452458
453.3,0.67353519,0.980033241,0.022706092,0.057445615,0.611485537
453.4,0.680398247,0.980047303,0.022706092,0.057724779,0.611518081
453.5,0.687365741,0.980055492,0.022706092,0.058011691,0.611549946
453.6,0.694373697,0.980057503,0.022706092,0.058306321,0.611580989
453.7,0.701378818,0.980046055,0.022706092,0.058608639,0.611611067
453.8,0.708432998,0.980017818,0.022706092,0.058918616,0.611640037
453.9,0.715568033,0.979973844,0.022706092,0.059236221,0.611667755
454,0.722810828,0.979915186,0.022706092,0.059561424,0.611694079
454.1,0.730287291,0.979842899,0.022706092,0.059894196,0.611718864
454.2,0.738213044,0.979758036,0.022706092,0.060234507,0.611741968
454.3,0.746200729,0.97966165,0.022706092,0.060582326,0.611763248
454.4,0.753811349,0.979554795,0.022705984,0.060937624,0.61178256
454.5,0.760607991,0.979438523,0.022705041,0.061300371,0.611799761
454.6,0.766590618,0.97931389,0.022703167,0.061670537,0.611814708
454.7,0.772075987,0.979181947,0.022700408,0.062048093,0.611827257
454.8,0.777236742,0.979043749,0.022696814,0.062433007,0.611837266
454.9,0.782245533,0.978900349,0.022692431,0.062825251,0.611844591
455,0.787275006,0.978752801,0.022687307,0.063224794,0.611849088
455.1,0.792497808,0.978602157,0.02268149,0.063631606,0.611850615
455.2,0.798040061,0.978449472,0.022675028,0.064045659,0.611846995
455.3,0.80361817,0.978295799,0.022667969,0.06446692,0.611836354
455.4,0.809222337,0.978142191,0.022660361,0.064895362,0.611818982
455.5,0.814941871,0.977989702,0.02265225,0.065336245,0.61179517
455.6,0.82086608,0.977839385,0.022643685,0.06580445,0.611765209
455.7,0.827084273,0.977692294,0.022634714,0.066298037,0.611729388
455.8,0.833685758,0.977549482,0.022625385,0.066813851,0.611687998
455.9,0.841090912,0.977412003,0.022615745,0.067348735,0.611641329
456,0.8494579,0.97728091,0.022605841,0.067899535,0.611589673
456.1,0.858064518,0.977157256,0.022595723,0.068463095,0.611533318
456.2,0.866178031,0.977042096,0.022585437,0.069036259,0.611472556
456.3,0.873141669,0.976936482,0.022575031,0.069615871,0.611407677
456.4,0.879414154,0.976841468,0.022564553,0.070198775,0.611338972
456.5,0.885298315,0.976758107,0.022554052,0.070781816,0.61126673
456.6,0.890870902,0.976687454,0.022543573,0.071361839,0.611191242
456.7,0.896208666,0.97663056,0.022533166,0.071935688,0.611112799
456.8,0.901388358,0.976588481,0.022522879,0.072500206,0.611031691
456.9,0.906486728,0.976562269,0.022512758,0.073052287,0.610948207
457,0.911580016,0.976552978,0.022502851,0.073592334,0.61086264
457.1,0.916695604,0.97657927,0.022493207,0.074123222,0.610775278
457.2,0.921772941,0.976657174,0.022483874,0.074647156,0.610686413
457.3,0.926742322,0.9767807,0.022474898,0.075166341,0.610596335
457.4,0.931534044,0.976943848,0.022466328,0.075682979,0.610505333
457.5,0.936078402,0.977140614,0.022458211,0.076199275,0.6104137
457.6,0.940305692,0.977364996,0.022450596,0.076717433,0.610321724
457.7,0.944146251,0.977610993,0.02244353,0.077239658,0.610229696
457.8,0.947582794,0.977872602,0.02243706,0.077768152,0.610137908
457.9,0.950722119,0.97814382,0.022431235,0.078305121,0.610046648
458,0.953688178,0.978418647,0.022426102,0.078852768,0.609956207
458.1,0.956604922,0.978691079,0.02242171,0.079413297,0.609866877
458.2,0.9595963,0.978955114,0.022418105,0.079988913,0.609776307
458.3,0.962786871,0.97920475,0.022415335,0.080581818,0.609681239
458.4,0.96630384,0.979433986,0.022413449,0.081194219,0.609581822
458.5,0.970036436,0.979636818,0.022412495,0.081828317,0.609478219
458.6,0.973783001,0.979807245,0.022412493,0.082484738,0.609370593
458.7,0.977341879,0.979939264,0.022413317,0.083162253,0.609259109
458.8,0.980511411,0.980026874,0.022414915,0.083860109,0.60914393
458.9,0.983178211,0.980066987,0.022417253,0.084577555,0.609025219
459,0.985619043,0.980093779,0.022420298,0.085313836,0.60890314
459.1,0.987861859,0.98011878,0.022424016,0.086068201,0.608777856
459.2,0.989890866,0.980142072,0.022428373,0.086839897,0.608649531
459.3,0.991690271,0.980163741,0.022433335,0.08762817,0.608518329
459.4,0.993299527,0.980183869,0.02243887,0.088432269,0.608384413
459.5,0.994894591,0.980202542,0.022444942,0.08925144,0.608247946
459.6,0.996287487,0.980219844,0.02245152,0.090084931,0.608109093
459.7,0.997244093,0.980235857,0.022458568,0.090931989,0.607968016
459.8,0.997636991,0.980250666,0.022466054,0.091791861,0.607824879
459.9,0.997905483,0.980264356,0.022473943,0.092663795,0.607679847
460,0.998124172,0.98027701,0.022482203,0.09354842,0.607533081
460.1,0.998287458,0.980288712,0.022490799,0.094453137,0.607384747
460.2,0.998389743,0.980299546,0.022499698,0.095379,0.607235006
460.3,0.998425429,0.980309596,0.022508866,0.096325825,0.607084024
460.4,0.998337225,0.980318947,0.022518269,0.097293422,0.606931964
460.5,0.998110631,0.980327682,0.022527874,0.098281606,0.606778988
460.6,0.997806967,0.980335884,0.022537648,0.09929019,0.606625261
460.7,0.99748755,0.980343639,0.022547555,0.100318986,0.606470946
460.8,0.997168108,0.980351031,0.022557564,0.101367808,0.606316207
460.9,0.996808475,0.980358142,0.02256764,0.102436468,0.606161207
461,0.996392108,0.980365058,0.02257775,0.10352478,0.606006109
461.1,0.995902492,0.980371861,0.02258786,0.104632556,0.605851078
461.2,0.995323113,0.980378637,0.022597936,0.10575961,0.605696277
461.3,0.994612293,0.980385469,0.022607944,0.10691203,0.60554169
461.4,0.993589195,0.980392441,0.022617852,0.108111788,0.605385337
461.5,0.992276115,0.980399638,0.022627625,0.109354243,0.605226687
461.6,0.990740168,0.980407142,0.02263723,0.110631898,0.605065812
461.7,0.989048467,0.980415039,0.022646632,0.111937256,0.604902785
461.8,0.987236248,0.980423412,0.0226558,0.11326282,0.60473768
461.9,0.985096997,0.980432345,0.022664698,0.114601093,0.604570568
462,0.982642608,0.980441922,0.022673293,0.115944579,0.604401522
462.1,0.979949601,0.980452227,0.022681551,0.11728578,0.604230617
462.2,0.97709449,0.980463345,0.02268944,0.118617199,0.604057923
462.3,0.974153796,0.980475358,0.022696925,0.119952608,0.603883515
462.4,0.971088229,0.980488352,0.022703972,0.121312504,0.603707465
462.5,0.967781876,0.98050241,0.022710704,0.122689217,0.603529845
462.6,0.964286346,0.980517616,0.022717571,0.124074939,0.60335073
462.7,0.960655205,0.980534055,0.022724595,0.125461865,0.603170191
462.8,0.956942022,0.980551809,0.022731761,0.126842188,0.602988301
462.9,0.953200364,0.980570964,0.022739058,0.128208102,0.602805134
463,0.949481685,0.980591603,0.022746473,0.129551802,0.602620762
463.1,0.945789367,0.98061381,0.022753993,0.130865479,0.602435258
463.2,0.942093422,0.980637669,0.022761606,0.132141444,0.602248694
463.3,0.938365477,0.980668594,0.0227693,0.133378033,0.602061144
463.4,0.934577154,0.980715486,0.022777062,0.13458097,0.601872681
463.5,0.930700078,0.980776842,0.02278488,0.135756211,0.601683376
463.6,0.926705874,0.980850935,0.02279274,0.136909712,0.601493304
463.7,0.922566166,0.980936039,0.022800631,0.138047433,0.601302537
463.8,0.91825258,0.981030426,0.022808541,0.139175328,0.601111148
463.9,0.913734318,0.98113237,0.022816455,0.140299357,0.60091921
464,0.908958264,0.981240145,0.022824363,0.141425475,0.600726794
464.1,0.903927439,0.981352022,0.022832251,0.14255964,0.600533976
464.2,0.89866217,0.981466276,0.022840107,0.143707809,0.600340826
464.3,0.893182784,0.981581179,0.022847919,0.14487594,0.600147419
464.4,0.887509607,0.981695006,0.022855674,0.146069988,0.599953826
464.5,0.881626249,0.981806028,0.022863359,0.147295913,0.599760035
464.6,0.874980273,0.981912519,0.022870962,0.14855967,0.599565848
464.7,0.867817734,0.982012753,0.022878471,0.149863308,0.599371182
464.8,0.860713718,0.982105003,0.022885873,0.151198364,0.59917596
464.9,0.854243312,0.982187541,0.022893155,0.152562052,0.598980108
465,0.848960367,0.982258642,0.022900305,0.15395203,0.598783547
465.1,0.844706098,0.982316577,0.022907311,0.155365956,0.598586203
465.2,0.841040878,0.982359621,0.022914159,0.156801487,0.598387998
465.3,0.8376554,0.982386047,0.022920839,0.158256281,0.598188856
465.4,0.834240352,0.982394087,0.022927336,0.159727997,0.597988701
465.5,0.830486426,0.982376024,0.022933638,0.161214291,0.597787457
465.6,0.826080228,0.982328438,0.022939734,0.162712821,0.597585048
465.7,0.820750361,0.982253328,0.02294561,0.164221246,0.597381396
465.8,0.814738175,0.982152693,0.022951254,0.165732548,0.597176427
465.9,0.808417428,0.982028532,0.022956654,0.167215371,0.596970062
466,0.802161876,0.981882843,0.022961796,0.168680831,0.596762227
466.1,0.796345279,0.981717626,0.022966669,0.170149078,0.596552845
466.2,0.791232243,0.981534879,0.02297126,0.171640263,0.596341839
466.3,0.786584818,0.981336601,0.022975557,0.173174538,0.596129134
466.4,0.782238072,0.981124792,0.022979546,0.174772056,0.595914652
466.5,0.778048381,0.980901449,0.022983216,0.176452967,0.595698319
466.6,0.773872119,0.980668572,0.022986554,0.178237422,0.595480056
466.7,0.769565662,0.980428159,0.022989547,0.180145575,0.595259788
466.8,0.764985383,0.980182211,0.022992183,0.182285299,0.59503744
466.9,0.759987658,0.979932724,0.02299445,0.184781639,0.594812933
467,0.754334136,0.979681699,0.022996334,0.187461809,0.594586193
467.1,0.747737798,0.979431133,0.022997825,0.190141911,0.594357142
467.2,0.740556095,0.979183027,0.022998907,0.192638046,0.594125705
467.3,0.733201194,0.978939379,0.022999571,0.194933768,0.593891834
467.4,0.726085261,0.978702187,0.022999802,0.197172263,0.593656338
467.5,0.71962046,0.97847345,0.022999802,0.199330023,0.593419464
467.6,0.714085747,0.978255168,0.022999802,0.201382345,0.593181008
467.7,0.709068744,0.97804934,0.022999802,0.203304577,0.592940766
467.8,0.704391701,0.977857963,0.022999802,0.2050912,0.592698534
467.9,0.699934942,0.977683013,0.022999802,0.206766463,0.592454109
468,0.695578789,0.977524698,0.022999802,0.208354199,0.592207286
468.1,0.691203568,0.977380623,0.022999802,0.209878243,0.591957861
468.2,0.686689732,0.977248223,0.022999802,0.211362429,0.591705632
468.3,0.682046287,0.977124933,0.022999802,0.212830592,0.591450393
468.4,0.677365623,0.977008189,0.022999802,0.214306566,0.591191941
468.5,0.6726739,0.976895425,0.022999802,0.215814185,0.590930072
468.6,0.667997279,0.976784076,0.022999802,0.217377285,0.590664583
468.7,0.663361921,0.976671578,0.022999802,0.219019697,0.590395268
468.8,0.658793986,0.976555366,0.022999802,0.220765259,0.590121926
468.9,0.654319636,0.976432875,0.022999802,0.222651652,0.589844351
469,0.64996503,0.976301539,0.022999802,0.22469548,0.589562339
469.1,0.645797668,0.976158795,0.022999802,0.226851871,0.589275688
469.2,0.641821528,0.976002077,0.022999802,0.229074368,0.588984192
469.3,0.637965166,0.97582882,0.022999802,0.231316515,0.588687649
469.4,0.634157136,0.97563646,0.022999802,0.233531854,0.588385854
469.5,0.630325993,0.975422431,0.022999802,0.235673931,0.588078603
469.6,0.626400291,0.975184169,0.022999802,0.237696287,0.587764442
469.7,0.622308583,0.974919109,0.022999802,0.239578442,0.58743931
469.8,0.617979424,0.974609682,0.022999802,0.241375104,0.58710362
469.9,0.613228572,0.974186308,0.022999802,0.243105021,0.586758169
470,0.607863741,0.97363453,0.022999802,0.244783784,0.586403754
470.1,0.602162065,0.972947323,0.022999802,0.246426982,0.586041173
470.2,0.596422257,0.972117659,0.022999802,0.248050204,0.585671222
470.3,0.590943027,0.971138513,0.022999802,0.24966904,0.585294699
470.4,0.58602309,0.970002858,0.022999802,0.251299079,0.584912401
470.5,0.581948584,0.968703667,0.022999802,0.252955912,0.584525124
470.6,0.578460048,0.967233914,0.022999802,0.254655126,0.584133666
470.7,0.575292912,0.964920753,0.022999802,0.256412313,0.583738825
470.8,0.572383129,0.949086545,0.022999802,0.258242765,0.583341396
470.9,0.569666651,0.916637219,0.022999802,0.260148783,0.582942177
471,0.56707943,0.869873269,0.022999802,0.262115165,0.582541966
471.1,0.564557418,0.811095189,0.022999802,0.264125492,0.582141559
471.2,0.562036568,0.742603474,0.022999802,0.266163341,0.581741753
471.3,0.559452832,0.666698617,0.022999802,0.268212294,0.581343346
471.4,0.556742162,0.585681114,0.022999802,0.27025593,0.580947134
471.5,0.553842158,0.501851458,0.022999802,0.272277828,0.580553915
471.6,0.550821058,0.417510143,0.022999802,0.274261568,0.580164486
471.7,0.547748788,0.334957664,0.022999802,0.276190729,0.579780699
471.8,0.544632249,0.256494514,0.022999802,0.278057719,0.579406579
471.9,0.541478341,0.184421189,0.022999802,0.279880188,0.579040822
472,0.538293965,0.121038182,0.022999802,0.281666609,0.578681573
472.1,0.535086022,0.068645988,0.022999802,0.283424699,0.578326981
472.2,0.53186141,0.029545101,0.022999802,0.285162174,0.577975193
472.3,0.528627031,0.006036014,0.023000117,0.286886752,0.577624355
472.4,0.525389786,0,0.023001339,0.288606149,0.577272615
472.5,0.522156573,0,0.023003453,0.290328084,0.576918121
472.6,0.518913447,0,0.023006431,0.292060272,0.576559019
472.7,0.515588899,0,0.023010241,0.293810431,0.576193457
472.8,0.51221541,0,0.023014852,0.295586279,0.575819583
472.9,0.508838092,0,0.023020235,0.297395531,0.575435543
473,0.505502056,0,0.023026359,0.299245906,0.575039484
473.1,0.502252414,0,0.023033193,0.301150114,0.574629555
473.2,0.499134278,0,0.023040708,0.303113058,0.574203902
473.3,0.496170633,0,0.023048873,0.305121929,0.573760673
473.4,0.493273323,0,0.023057657,0.307163652,0.573298015
473.5,0.490426995,0,0.02306703,0.309225154,0.572814075
473.6,0.487631265,0,0.023076962,0.311293361,0.572306959
473.7,0.484885745,0,0.023087422,0.313355199,0.571758734
473.8,0.482190051,0,0.02309838,0.315397594,0.571158871
473.9,0.479543795,0,0.023109805,0.317407473,0.570512017
474,0.476946593,0,0.023121668,0.31937176,0.569822816
474.1,0.474398058,0,0.023133937,0.321277383,0.569095914
474.2,0.471897805,0,0.023146583,0.323113804,0.568335957
474.3,0.469445447,0,0.023159574,0.324890116,0.567547589
474.4,0.467040599,0,0.023172881,0.326618107,0.566735457
474.5,0.464682875,0,0.023186473,0.328308669,0.565904205
474.6,0.462395862,0,0.02320032,0.329972689,0.565058479
474.7,0.460195715,0,0.023214392,0.331621059,0.564202924
474.8,0.458065543,0,0.023228657,0.333264666,0.563342186
474.9,0.455988421,0,0.023243086,0.334914402,0.56248091
475,0.453947426,0,0.023257648,0.336581155,0.561623742
475.1,0.451925634,0,0.023272313,0.338275815,0.560775326
475.2,0.449906121,0,0.02328705,0.340009272,0.559940309
475.3,0.447871966,0,0.023301829,0.34179032,0.559123335
475.4,0.445806243,0,0.02331662,0.343585869,0.55832905
475.5,0.443692029,0,0.023331392,0.345389208,0.5575621
475.6,0.441513909,0,0.023346115,0.347211217,0.55682713
475.7,0.439288936,0,0.023360758,0.349062776,0.556128784
475.8,0.437031176,0,0.023375292,0.350954766,0.555458559
475.9,0.434746182,0,0.023389685,0.352898068,0.554803899
476,0.432439506,0,0.023403907,0.354903561,0.554163417
476.1,0.430116701,0,0.023417929,0.356987031,0.553535724
476.2,0.427783318,0,0.023431718,0.359293687,0.55291943
476.3,0.42544491,0,0.023445246,0.361762892,0.552313147
476.4,0.42310703,0,0.023458482,0.364225869,0.551715485
476.5,0.420775229,0,0.023471395,0.366513838,0.551125057
476.6,0.418455061,0,0.023483954,0.36847873,0.550540472
476.7,0.416152077,0,0.023496131,0.370253754,0.549960343
476.8,0.413871587,0,0.023507893,0.371915934,0.54938328
476.9,0.411609564,0,0.023519211,0.373484658,0.548807894
477,0.409359971,0,0.023530055,0.374979316,0.548232796
477.1,0.407119284,0,0.023540394,0.376419297,0.547656598
477.2,0.404883979,0,0.023550197,0.377823991,0.547077911
477.3,0.402650533,0,0.023559434,0.379212787,0.546495345
477.4,0.400415422,0,0.023568075,0.380605074,0.545907512
477.5,0.398175122,0,0.02357609,0.382020243,0.545313022
477.6,0.395926111,0,0.023583447,0.383477681,0.544710488
477.7,0.393664864,0,0.023590176,0.384996614,0.54409852
477.8,0.391388873,0,0.023596702,0.386540053,0.543475729
477.9,0.389100769,0,0.023603116,0.388072019,0.542840727
478,0.386803192,0,0.023609421,0.38959718,0.542192117
478.1,0.38449862,0,0.023615619,0.391120208,0.541529476
478.2,0.382189534,0,0.023621713,0.392645773,0.54085416
478.3,0.379878414,0,0.023627706,0.394178544,0.540167684
478.4,0.37756774,0,0.0236336,0.395723193,0.539471564
478.5,0.375259992,0,0.023639398,0.397284389,0.538767317
478.6,0.372957651,0,0.023645102,0.398866803,0.538056456
478.7,0.37065662,0,0.023650715,0.400475105,0.537340498
478.8,0.368336572,0,0.02365624,0.402113965,0.536620959
478.9,0.366005007,0,0.02366168,0.403788054,0.535899355
479,0.363672357,0,0.023667036,0.405502041,0.5351772
479.1,0.361349052,0,0.023672312,0.407260597,0.53445601
479.2,0.359045521,0,0.023677511,0.40907854,0.533737301
479.3,0.356772197,0,0.023682634,0.41100225,0.533022589
479.4,0.354539509,0,0.023687684,0.413018244,0.532313389
479.5,0.352357912,0,0.023692665,0.415104716,0.531611217
479.6,0.350239705,0,0.023697578,0.417239864,0.530917588
479.7,0.348177591,0,0.023702426,0.419401883,0.530234018
479.8,0.346154772,0,0.023707213,0.421568968,0.529562023
479.9,0.344154452,0,0.02371194,0.423719316,0.528903118
480,0.342159831,0,0.02371661,0.425831121,0.528257894
480.1,0.340154111,0,0.023721226,0.427882581,0.527624805
480.2,0.338120495,0,0.02372579,0.429851891,0.527002524
480.3,0.336042188,0,0.023730305,0.431718288,0.52638973
480.4,0.333914587,0,0.023734774,0.433492686,0.525785103
480.5,0.331749396,0,0.0237392,0.43519553,0.525187324
480.6,0.32955509,0,0.023743584,0.436841001,0.524595073
480.7,0.327340145,0,0.023747929,0.438443281,0.524007029
480.8,0.325113038,0,0.023752239,0.440016555,0.523421873
480.9,0.322882244,0,0.023756515,0.441575003,0.522838285
481,0.32065624,0,0.023760761,0.443132808,0.522254945
481.1,0.318443502,0,0.023764979,0.444704153,0.521670533
481.2,0.316252505,0,0.023769171,0.44630322,0.521083728
481.3,0.314091726,0,0.02377334,0.447944193,0.520493212
481.4,0.311969641,0,0.02377749,0.449641252,0.519897664
481.5,0.30989177,0,0.023781621,0.451408581,0.519295764
481.6,0.307841661,0,0.023785738,0.453265002,0.518686192
481.7,0.305813851,0,0.023789843,0.455266136,0.518067628
481.8,0.303806605,0,0.023793937,0.457393218,0.517438753
481.9,0.301818183,0,0.023798025,0.459606328,0.516798246
482,0.299846847,0,0.023802108,0.461865547,0.516144787
482.1,0.297890859,0,0.02380619,0.464130958,0.515477386
482.2,0.295948481,0,0.023810272,0.466362641,0.514796751
482.3,0.294017975,0,0.023814358,0.468520676,0.51410411
482.4,0.292097604,0,0.023818449,0.470565146,0.513400688
482.5,0.290188374,0,0.023822549,0.472456131,0.512687715
482.6,0.288311365,0,0.023826661,0.474176194,0.511966416
482.7,0.286463813,0,0.023830786,0.475786362,0.511238018
482.8,0.284636353,0,0.023834928,0.477309582,0.510503749
482.9,0.282819625,0,0.023839089,0.478764066,0.509764835
483,0.281004265,0,0.023843272,0.480168022,0.509022505
483.1,0.279180912,0,0.023847479,0.481539661,0.508277984
483.2,0.277340204,0,0.023851713,0.482897192,0.507532499
483.3,0.275472779,0,0.023855977,0.484258824,0.506787278
483.4,0.273569273,0,0.023860273,0.485642768,0.506043548
483.5,0.271596833,0,0.023864603,0.487067233,0.505302536
483.6,0.269532857,0,0.023868971,0.488550429,0.504565468
483.7,0.267415728,0,0.02387338,0.4901037,0.503833573
483.8,0.265284758,0,0.02387783,0.49166881,0.503108076
483.9,0.263179256,0,0.023882321,0.493235474,0.502389491
484,0.261138536,0,0.023886764,0.494812727,0.501676473
484.1,0.259201909,0,0.023891134,0.496409601,0.50096817
484.2,0.257408685,0,0.023895433,0.498035129,0.500263762
484.3,0.255757137,0,0.023899665,0.499698345,0.499562429
484.4,0.254184644,0,0.023903833,0.501408281,0.49886335
484.5,0.252679452,0,0.02390794,0.503173972,0.498165704
484.6,0.25123109,0,0.023911989,0.505004449,0.497468671
484.7,0.249829083,0,0.023915984,0.506908747,0.496771431
484.8,0.248462961,0,0.023919926,0.508896481,0.496073162
484.9,0.24712225,0,0.023923821,0.511070735,0.495373045
485,0.245796479,0,0.02392767,0.513447689,0.494670258
485.1,0.244475174,0,0.023931477,0.515948305,0.493963982
485.2,0.243161901,0,0.023935244,0.518493545,0.493253395
485.3,0.241879118,0,0.023938976,0.521004372,0.492537677
485.4,0.240622974,0,0.023942676,0.523401746,0.491816008
485.5,0.239388679,0,0.023946345,0.525653254,0.491087567
485.6,0.23817144,0,0.023949989,0.527883202,0.490351533
